Restaurant,cleaned_text
MTR,heard amazing thing visiting really underwhelmed puris dosas way thick dhal pretty good heard amazing thing visiting really underwhelmed puris dosas way thick dhal pretty good staff seem like could assed help menu despite fairly quiet restaurant wanted know popular dish
MTR,food superb new food experience sure recommend looking vege
MTR,one thing missed working office past month super yummy lunch used looking back really spoilt choice yet somehow always wish variety day one thing missed working office past month super yummy lunch used looking back really spoilt choice yet somehow always wish variety day wanted delicious vegetarian meal one go place favoured bit walk food always make worthwhile service quick efficient team really hospitable
MTR,worse food lunch waste special vegetable dish regret went
MTR,great place veg food raggi dosa good
MTR,perfect fix missing masala dosa bangalore awesome dosas poori uppma good taste
MTR,menu limited bread amazing place clean masala dosa delicious ate two lassi sweet side though
MTR,nothing really great rave better tastier fare edible
MTR,one worst indian restaurant kl idly tasty masala tea tooo spicy thosai par find anything interesting
MTR,high quality ingredient everything delicious try masala dosa ravi idli also fried vegetable ball waitress really polite air conditioning spent super full
MTR,one best south indian restaurant k l south india mtr probably familiar name location india known drawing line ups introduce one best south indian restaurant k l south india mtr probably familiar name location india known drawing line ups introduce location immediately got mini meal thali myr phenomenal well spiced curry crisp yet soft mini masala dosa perfectly cooked rice go meal top staff attentive friendly great experience
MTR,little bit pricey first impression taste die well made nice ambience friendly staff fast masala dosa must try thali style meal set also pretty good shop long history must visit little indis
MTR,great good quality food accessible easy locate great quality food good service
MTR,rava dosa exceptionally good must try food good morkolambu lunch awesome never understand unlike restaurant malaysia charge myr per plastic box food rava dosa exceptionally good must try food good morkolambu lunch awesome never understand unlike restaurant malaysia charge myr per plastic box food packed importing box mar think parcel box give free customer
MTR,best masala dosa idly vada kl authentic taste mtr bangalore well maintained even vegetarian lunch good price bit high worth every penny pay
MTR,nice price okay delicious tried poori tea
MTR,comfort food far away land item available went good food nonetheless meal unlimited like bangalore perhaps add option meal like outlet back home
MTR,mtr couple time least experience different time first food definitely one best authentic south indian food one get malaysia taste take back mtr mtr couple time least experience different time first food definitely one best authentic south indian food one get malaysia taste take back mtr mission road bangalore however would probably stay away desert particularly mtr special chandrahara big disappointment hard crusted gravy top thin coming people friendly helpful always carry smile bad come serving maybe staff used waiting people restaurant like first time waited minute dosa people came even served second time remind three time get glass hot water everytime reminded looked like first time hearing request ask whether would visit recommend place friend yes definitely would tasty food enough time spare service may bit slow
MTR,good indian food incredibly affordable price ex mamak significantly better quality friendly staff highly recommend vadai tosais
MTR,best place go authentic south indian food
MTR,good food
MTR,coveted brand south indian especially kannidigas please visit place superb sumptuous meal appata kannadigara oota thank namma mtr
MTR,best south indian karnataka style restaurant
MTR,good quality south indian food price bit high side
MTR,well looking authentic south indian food best place malaysia brand mtr long history lieange attached founded independence india well looking authentic south indian food best place malaysia brand mtr long history lieange attached founded independence india coming food special thali something never go wrong like trillion indian flavour spice put platter simply delecious two dish would recommend would masala dosa rawa idli dosa crispy outside soft inside holy goodness far rawa idli go original inventor read story wall restaurant drink mango lassi masala lassi must actually comment every dish menu none would dissapoint best part authentic use quality ingredient food go ahead give shot thank later
MTR,fan vegetarian food dosa mtr changed mind entirely crispy outside fluffy inside aromatic almost loss word properly describe experiencing fan vegetarian food dosa mtr changed mind entirely crispy outside fluffy inside aromatic almost loss word properly describe experiencing knowledgeable indian cuisine say flavour incredible eventhough vegetarian meal felt like miss anything meal superbly satisfying filter coffee filter tea also great highly recommended try
MTR,love place staff really really friendly peaceful
MTR,want authentic south indian vegetarian food reasonable price mtr place go kuala lumpur ensure every time kuala lumpur atleast one meal kl trip incomplete visit mtr
MTR,place heaven legit heaven place heaven legit heaven food masterpiece come must try dosa go recommendation masala tea legit must try least come back try food
