Author,Review,Rating,Restaurant,Location
Michelle Gan,Food were tasty and flavourful. Different spice taste from Indian food. Love their specially cocktail.  Waiter were attentive and very helpful in suggesting the menu.  Will come back and try their Sri Lankan crab..,"Rated 4.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
jeerahim,Scrumptious meal with great service! Must try the appams and crab curry dish. A little too pricey for my liking,"Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Jahabar Sadiq,Excellent food. Had the breaking of fast menu and it was delicious.,"Rated 4.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Andrew Wee,The food are good though spicy,"Rated 4.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Nazim Ahmed,Great food and atmosphere!,"Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
effendy nadzri,"One of my favourite restaurant in kl🙂 unpretentious space, great service, tasty & spicy food! We love almost everything on the menu! Our favourite dish: banana leaf wrap fried rice(cant remember exact name. Sorry!), lamb curry & the sri lankan thick black curry crab","Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Brian J S,Good authentic Sri Lankan food,"Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
EK T,"Superb Sri Lankan restaurant. Great cuisines and service. The selection of dishes and curries of choice to go with the meat is excellent.  The Lankan crab curry is a must try. Highly recommended if you like curries and spices. The apam with …MoreSuperb Sri Lankan restaurant. Great cuisines and service. The selection of dishes and curries of choice to go with the meat is excellent.  The Lankan crab curry is a must try. Highly recommended if you like curries and spices. The apam with egg is delightful , crispy shell with soft egg in the middle. Only the vadia cracker was bit hard to chew.","Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Koongnang,Worth for moneyBest of Sri lanka foodRecommended 100/100(ps. I have been there since April),"Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
aaron Pang,Lamprais highly recommended on sundays,"Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Namith Swarnasinghe,Exceptional food! exceptional service!,"Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Gerard Vincent,appam it's the best I've ever had,"Rated 4.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Dennis Toh,Great service and reasonable prices for drinks. Good hangout spot,"Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Tunku Muhammad Tunku Farahat,"A restaurant that focuses on dining and brings the food out one by one. The fried putu mayam is tasty and a different twist to the classic. The condiments that came with the papadom were delicious. For the man dish, the crab curry was …MoreA restaurant that focuses on dining and brings the food out one by one. The fried putu mayam is tasty and a different twist to the classic. The condiments that came with the papadom were delicious. For the man dish, the crab curry was really flavourful. A mutton dish had forgotten the name was absolutely divine.  The dessert to die for is the apom manis which uses sugar from Sri Lanka itself which makes it authentic and just delectable","Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Clayton Scott,"Beautiful Srilankan food, great ambience and service, my new go to for great food. The mutton dish is amazing. I want to try the whole menu","Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Yen Thung Tan,"No regrets, one of the best restaurants in town. We get the Aliyaa Experience (RM80 per pax, min 2 person) and it’s super duper good. Do ask the kitchen to tone down the spiciness as Sri Lankan food is originally very spicy. Definitely will revisit!","Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
8k rach,Never tried Sri Lankan food before but if the food at Aliyaa is anything to go by...I HIGHLY RECOMMEND THIS PLACE...period,"Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Prem Ravendran,Pricey... especially the tiger prawnsFood was good,"Rated 4.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Keat yap,Best Sri Lanka food,"Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Robert Dahlström,"I was born in Sri Lanka but had never tried Sri Lankan food before, even though I’m 36. So this was my first experience, and I must say I loved it. All the food tasted delicious and the staff was very polite and caring. This is a fine …MoreI was born in Sri Lanka but had never tried Sri Lankan food before, even though I’m 36. So this was my first experience, and I must say I loved it. All the food tasted delicious and the staff was very polite and caring. This is a fine  restaurant with high class. The flavours are greatly combined. I will surely be back when I return to Kuala Lumpur!","Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Ginger lim,Tried their Aliyaa experience set. Tastes great. Something that I never had before,"Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Firdaus Mortadza,Wonderful service and delicious food.,"Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Eshwari Vasuthewan,Food was really good. Service could have been better.,"Rated 4.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Chun Beng Lim,Very nice,"Rated 4.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Jasvinder Singh,Try out the fish curry.,"Rated 3.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Prem Moorthy,"Good food, small servings, bit pricey but good ambiance.","Rated 4.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
vijay krishna,Food was decent. Hospitsble. The food portion is little for the price,"Rated 3.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
#Ramen #Mee,Not easy to find parking,"Rated 3.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Selva Kumaran,Good sri lankan dishes n good range of cocktails,"Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Xinn Lee,"Today is not a good day for me, i was very disappointed to the lady staff at Aliyaa, i was passing by and suddenly she saw me an angry terrible face,She's very rude and doesn't know how to respect customer …MoreToday is not a good day for me, i was very disappointed to the lady staff at Aliyaa, i was passing by and suddenly she saw me an angry terrible face,She's very rude and doesn't know how to respect customerI don't expect they hired a lousy waitress like her We better go next-door, Good staff smiling face staff rather than aliyaa's waitress","Rated 2.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Sya Kama,Good Sri Lankan fare,"Rated 4.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Nelson Kan,"So so food at over the top price. First and last visit for me. Extremely small portion and they actually tell you how many pieces of meat you going to get and it will come out just exactly that, nothing less nothing more.","Rated 1.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
G Man,The place for awesome Sri Lankan fare but comes at a price,"Rated 4.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Su Ann Lim,The sweet apam with coconut milk is a must,"Rated 3.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Tracy Tang,"Went for a dinner date with boyfriend on Saturday night, the restaurant is not too crowded but we still called to reserve just in case. …MoreWent for a dinner date with boyfriend on Saturday night, the restaurant is not too crowded but we still called to reserve just in case.The restaurant atmosphere is very nice, love their lighting and decoration.Both of us are first time here so we order their “Aliyaa Experience” to try out their food. Very nice to have this kind of set menu for a new customer.Food is very very nice, portion is just right for 2 person. Both of us like the dessert so much even we are so full from the main course. Price is reasonable, very nice experience here, would definitely come back again","Rated 5.0 out of 5,",Aliyaa,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur"
Eddie Khor Chong Lee,"Nice ambient.. however, limited choices of food","Rated 4.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
chandreu vijay,The food here is exquisite and rich in flavours.,"Rated 5.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
shannon rajan,Good food and ambiance.,"Rated 5.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
HASAN AHMED,This Restaurant quite famous in Kuala Lumpur...food and service also good...,"Rated 5.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
KW PAK,Must try the signature curry mutton n chicken !,"Rated 4.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Siew Lee Ng,Best gin in town.,"Rated 4.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Agnes Lim,"Amazing food, ambiance and friendly staff. Great neighbourhood restaurant and bar.","Rated 5.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Chi Yin Poh,Great table service! Good attention paid on my requests as vegetarian.,"Rated 5.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Melissa Rose Escarraga,,"Rated 4.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Teoh Wen Xiu,ok,"Rated 5.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
zahragotswag x,Delicious food and cozy atmosphere. Love this place! ♡,"Rated 5.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Lui Koh,"A really wonderful place to dine in. I went to celebrate my girlfriend's birthday and I was warmly greeted by the servers, a special shoutout to Sujan for being so attentive to our needs. The food were delicious and they even prepared a …MoreA really wonderful place to dine in. I went to celebrate my girlfriend's birthday and I was warmly greeted by the servers, a special shoutout to Sujan for being so attentive to our needs. The food were delicious and they even prepared a homemade cake specially for the celebration. Overall it was a wonderful experience for me and my girlfriend. We will definitely return to this place again soon.","Rated 5.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Trish Henderson,"Great food, great service! Fully recommend Vin's for a drink or something to eat or both 😀","Rated 5.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Wang Hong sam,Food is so so only,"Rated 3.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Pv,Food and service is great!,"Rated 4.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
elliza a.rahim,Nice lunch menu featuring freshly-made pasta. I liked the proportion of the Swiss brown mushroom and butter linguine. No space for dessert was my only regret.,"Rated 4.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Amirul Faten,"(Translated by Google) VERY BAD RESTAURANTS AND FRAUD ARE DONE, SAYING THE FOOD IS HALAL BUT ALL NOT HALAL, YOUR STAFF IS ALSO VERY BAD IN PREPARING MEALS TOO LATE …More(Translated by Google) VERY BAD RESTAURANTS AND FRAUD ARE DONE, SAYING THE FOOD IS HALAL BUT ALL NOT HALAL, YOUR STAFF IS ALSO VERY BAD IN PREPARING MEALS TOO LATE(Original)RESTORAN YANG SANGAT TERUK DAN PENIPUAN DI LAKUKAN,MENYATAKAN MAKANAN ADALAH HALAL TAPI SEMUA TIDAK HALAL,STAFF ANDA JUGA SANGAT TERUK MENYEDIAKAN SEPANAN TERLALU LAMBAT","Rated 1.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Mary Gill,Seems like a happening place! Good service & great mutton fried rice & spicy prawn pasta. Nice ambience.,"Rated 4.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Brian Richard Louis,Asked for an Old Fashioned cocktail and was told by the bartender they dont sell them anymore. I could clearly see the ingredients at the bar. Anyway bartender recommended something similiar so i ordered that instead. Received the drink …MoreAsked for an Old Fashioned cocktail and was told by the bartender they dont sell them anymore. I could clearly see the ingredients at the bar. Anyway bartender recommended something similiar so i ordered that instead. Received the drink with a fly inside of it. Told the bartender and she proceeded to take the fly out and serve the drink back to me! Finally she got the hint and offered to make a new one. Not a peep of an apology from her. This place used to be a favourite of mine. So sad to see its quality diminish,"Rated 1.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
KN C,"Food were nice. Setback was service was slow, possible due to lack of staff, and kinda of noisy.","Rated 3.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
Jia Pin Lee,"A relaxed and chill restaurants with dark lighting.  Great place to have small gathering with friends and family where you'll can chat. The staffs are nice and polite. They're helpful in recommending the foods and drinks. Foods are OK. …MoreA relaxed and chill restaurants with dark lighting.  Great place to have small gathering with friends and family where you'll can chat. The staffs are nice and polite. They're helpful in recommending the foods and drinks. Foods are OK. Ordered few different appetizers and a pizza to share. Calamari can be improved, the sauce soften it too much, no longer crispy. Pizza was delicious. Drinks are OK. Prices are average.","Rated 4.0 out of 5,",Vin's Restaurant,"6, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur"
